BL #	TRiP #	CG #	FBgn	Vector	Hairpin Loc.
36831	GL01070	CG9927	FBgn0038189	VALIUM22	attP2
35811	HMS01514	CG9925	FBgn0038191	VALIUM20	attP2
32993	HMS00793	CG3143	FBgn0038197	VALIUM20	attP2
32427	HMS00422	CG3143	FBgn0038197	VALIUM20	attP2
27656	JF02734	CG3143	FBgn0038197	VALIUM10	attP2
25997	JF02019	CG3143	FBgn0038197	VALIUM10	attP2
38238	HMS01682	CG3153	FBgn0038198	VALIUM20	attP40
	HMC02438	CG9920	FBgn0038200	VALIUM20	attP2
27539	JF02690	CG9918	FBgn0038201	VALIUM10	attP2
31359	JF01317	CG12402	FBgn0038202	VALIUM1	attP2
27038	JF02364	CG14360	FBgn0038203	VALIUM10	attP2
35472	GL00400	CG9913	FBgn0038205	VALIUM22	attP2
35365	GL00278	CG3172	FBgn0038206	VALIUM22	attP2
28052	JF02887	CG9722	FBgn0038209	VALIUM10	attP2
28544	HM05030	CG8464	FBgn0038233	VALIUM10	attP2
35743	HMS01485	CG8279	FBgn0038237	VALIUM20	attP2
25828	JF01846	CG8279	FBgn0038237	VALIUM10	attP2
29303	JF02443	CG3389	FBgn0038247	VALIUM10	attP2
32898	HMS00687	CG3508	FBgn0038251	VALIUM20	attP2
38211	GL00652	CG3509	FBgn0038252	VALIUM22	attP2
34548	HMS01020	CG3509	FBgn0038252	VALIUM20	attP2
36909	GL01117	CG7530	FBgn0038256	VALIUM22	attP2
32450	HMS00449	CG7362	FBgn0038258	VALIUM20	attP2
34809	HMS00118	CG7292	FBgn0038269	VALIUM20	attP2
35277	GL00178	CG3837	FBgn0038279	VALIUM22	attP2
33409	HMS00288	CG33485	FBgn0038282	VALIUM20	attP2
34930	HMS01279	CG6904	FBgn0038293	VALIUM20	attP2
28608	HM05096	CG4154	FBgn0038295	VALIUM10	attP2
33729	HMS00612	CG12241	FBgn0038304	VALIUM20	attP2
31575	JF01148	CG4338	FBgn0038313	VALIUM1	attP2
36706	HMS01596	CG14866	FBgn0038315	VALIUM20	attP2
27064	JF02409	CG6276	FBgn0038316	VALIUM10	attP2
38294	HMS01754	CG4931	FBgn0038320	VALIUM20	attP2
28386	JF03023	CG6218	FBgn0038321	VALIUM10	attP2
27044	JF02370	CG4560	FBgn0038369	VALIUM10	attP2
31065	JF01515	CG4221	FBgn0038385	VALIUM1	attP2
36697	HMS01586	CG5083	FBgn0038390	VALIUM20	attP2
34641	HMS01116	CG10278	FBgn0038391	VALIUM20	attP2
33748	HMS01087	CG10278	FBgn0038391	VALIUM20	attP2
34907	HMS01253	CG10278	FBgn0038391	VALIUM20	attP2
28697	JF03113	CG5952	FBgn0038402	VALIUM10	attP2
32954	HMS00748	CG6898	FBgn0038412	VALIUM20	attP2
31944	JF02235	CG10309	FBgn0038418	VALIUM10	attP2
	GL00718	CG14894	FBgn0038428	VALIUM22	attP2
30502	HM05246	CG14885	FBgn0038435	VALIUM10	attP2
29529	HM05207	CG14886	FBgn0038436	VALIUM10	attP2
26287	JF02056	CG14900	FBgn0038439	VALIUM10	attP2
31057	JF01505	CG14891	FBgn0038445	VALIUM1	attP2
38949	HMS01863	CG14903	FBgn0038446	VALIUM20	attP2
35766	HMS01515	CG14892	FBgn0038447	VALIUM20	attP2
27678	JF02757	CG12783	FBgn0038448	VALIUM10	attP2
36065	GL00423	CG10326	FBgn0038453	VALIUM22	attP2
	HMS02168	CG3678	FBgn0038461	VALIUM20	attP2
35245	GL00132	CG3534	FBgn0038463	VALIUM22	attP2
34840	HMS00157	CG16941	FBgn0038464	VALIUM20	attP2
28636	JF03051	CG8907	FBgn0038466	VALIUM10	attP2
34347	HMS01336	CG3590	FBgn0038467	VALIUM20	attP2
	GL01276	CG18213	FBgn0038470	VALIUM22	attP2
27997	JF02831	CG3995	FBgn0038472	VALIUM10	attP2
29622	JF03301	CG3983	FBgn0038473	VALIUM10	attP2
	HMS02180	CG3962	FBgn0038475	VALIUM20	attP40
	GL01303	CG5175	FBgn0038476	VALIUM22	attP40
37487	GLV21093	CG5175	FBgn0038476	VALIUM21	attP2
28750	JF03178	CG5175	FBgn0038476	VALIUM10	attP2
	HMS02281	CG5148	FBgn0038478	VALIUM20	attP2
32500	HMS00503	CG5292	FBgn0038491	VALIUM20	attP2
32499	HMS00502	CG5292	FBgn0038491	VALIUM20	attP2
28072	JF02909	CG14334	FBgn0038498	VALIUM10	attP2
35623	GL00467	CG31256	FBgn0038499	VALIUM22	attP2
29321	JF02482	CG31256	FBgn0038499	VALIUM10	attP2
	HMS02299	CG5407	FBgn0038504	VALIUM20	attP2
29557	JF03236	CG5407	FBgn0038504	VALIUM10	attP2
34900	HMS01245	CG12334	FBgn0038539	VALIUM20	attP2
27554	JF02706	CG12334	FBgn0038539	VALIUM10	attP2
27670	JF02749	CG16766	FBgn0038541	VALIUM10	attP2
25857	JF01878	CG7431	FBgn0038542	VALIUM10	attP2
29367	JF02531	CG17803	FBgn0038547	VALIUM10	attP2
31956	JF02248	CG17806	FBgn0038548	VALIUM10	attP2
33009	HMS00809	CG7940	FBgn0038576	VALIUM20	attP2
34664	HMS01141	CG7957	FBgn0038578	VALIUM20	attP2
29614	JF03293	CG14313	FBgn0038579	VALIUM10	attP2
35263	GL00155	CG7156	FBgn0038588	VALIUM22	attP2
39063	HMS01983	CG7156	FBgn0038588	VALIUM20	attP40
28717	JF03144	CG7125	FBgn0038603	VALIUM10	attP2
38297	HMS01758	CG7670	FBgn0038608	VALIUM20	attP40
25878	JF01917	CG10864	FBgn0038621	VALIUM10	attP2
37475	GL00618	CG14306	FBgn0038628	VALIUM22	attP2
	GL01398	CG14303	FBgn0038633	VALIUM22	attP2
28613	JF03028	CG7708	FBgn0038641	VALIUM10	attP2
35624	GL00468	CG14299	FBgn0038651	VALIUM22	attP2
27679	JF02758	CG14296	FBgn0038659	VALIUM10	attP2
33739	HMS01075	CG5451	FBgn0038666	VALIUM20	attP2
31103	JF01568	CG5316	FBgn0038704	VALIUM1	attP2
31211	JF01730	CG5316	FBgn0038704	VALIUM1	attP2
34337	HMS01325	CG4572	FBgn0038738	VALIUM20	attP2
32842	HMS00623	CG4562	FBgn0038740	VALIUM20	attP2
27079	JF02425	CG17186	FBgn0038741	VALIUM10	attP2
36083	GL00502	CG4703	FBgn0038742	VALIUM22	attP2
34563	HMS01035	CG4510	FBgn0038746	VALIUM20	attP2
33391	HMS00268	CG4755	FBgn0038747	VALIUM20	attP2
33595	HMS00256	CG12254	FBgn0038760	VALIUM20	attP2
	HMJ02066	CG12254	FBgn0038760	VALIUM20	attP40
	HMS02049	CG4413	FBgn0038767	VALIUM20	attP2
36868	GL01007	CG5085	FBgn0038788	VALIUM22	attP40
32482	HMS00485	CG5085	FBgn0038788	VALIUM20	attP2
31613	JF01397	CG5085	FBgn0038788	VALIUM1	attP2
29305	JF02445	CG4288	FBgn0038799	VALIUM10	attP2
26744	JF02307	CG4217	FBgn0038805	VALIUM10	attP2
35758	HMS01504	CG5466	FBgn0038815	VALIUM20	attP2
35249	GL00136	CG5483	FBgn0038816	VALIUM22	attP2
39019	HMS01937	CG5483	FBgn0038816	VALIUM20	attP40
32457	HMS00456	CG5483	FBgn0038816	VALIUM20	attP2
	GL00711	CG17270	FBgn0038828	VALIUM22	attP2
	HMC02370	CG17271	FBgn0038829	VALIUM20	attP40
	HMC02386	CG17271	FBgn0038829	VALIUM20	attP2
32851	HMS00636	CG15697	FBgn0038834	VALIUM20	attP2
25852	JF01873	CG3822	FBgn0038837	VALIUM10	attP2
25848	JF01869	CG10830	FBgn0038839	VALIUM10	attP2
25822	JF01840	CG5621	FBgn0038840	VALIUM10	attP2
27657	JF02735	CG5737	FBgn0038851	VALIUM10	attP2
35027	HMS01440	CG3421	FBgn0038853	VALIUM20	attP2
31167	JF01660	CG3421	FBgn0038853	VALIUM1	attP2
32394	HMS00388	CG5745	FBgn0038855	VALIUM20	attP2
27499	JF02649	CG7034	FBgn0038856	VALIUM10	attP2
39022	HMS01941	CG5798	FBgn0038862	VALIUM20	attP2
38982	HMS01898	CG5798	FBgn0038862	VALIUM20	attP40
28609	JF03024	CG3353	FBgn0038869	VALIUM10	attP2
32897	HMS00686	CG5874	FBgn0038872	VALIUM20	attP2
28783	JF03211	CG5911	FBgn0038874	VALIUM10	attP2
34947	HMS00299	CG10823	FBgn0038880	VALIUM20	attP2
25831	JF01849	CG10823	FBgn0038880	VALIUM10	attP2
33889	HMS00827	CG7922	FBgn0038889	VALIUM20	attP2
26719	JF02260	CG13419	FBgn0038901	VALIUM10	attP2
	HMS02280	CG13418	FBgn0038903	VALIUM20	attP2
34383	HMS01373	CG6560	FBgn0038916	VALIUM20	attP2
27488	JF02638	CG6560	FBgn0038916	VALIUM10	attP2
28364	JF03000	CG6690	FBgn0038918	VALIUM10	attP2
28023	JF02857	CG17843	FBgn0038919	VALIUM10	attP2
	HMC02361	CG6439	FBgn0038922	VALIUM20	attP2
34565	HMS01037	CG6015	FBgn0038927	VALIUM20	attP2
34813	HMS00123	CG12297	FBgn0038928	VALIUM20	attP2
	GL00723	CG7084	FBgn0038938	VALIUM22	attP2
32364	HMS00355	CG7073	FBgn0038947	VALIUM20	attP2
33700	HMS00576	CG5383	FBgn0038948	VALIUM20	attP2
	HMJ02233	CG13850	FBgn0038961	VALIUM20	attP40
34959	HMS00475	CG13852	FBgn0038965	VALIUM20	attP2
29567	JF03246	CG13852	FBgn0038965	VALIUM10	attP2
32408	HMS00403	CG7050	FBgn0038975	VALIUM20	attP2
27502	JF02652	CG7050	FBgn0038975	VALIUM10	attP2
28656	JF03071	CG7045	FBgn0038978	VALIUM10	attP2
28657	JF03072	CG7046	FBgn0038979	VALIUM10	attP2
31106	JF01571	CG6919	FBgn0038980	VALIUM1	attP2
31107	JF01572	CG6919	FBgn0038980	VALIUM1	attP2
	GL01252	CG6937	FBgn0038989	VALIUM22	attP2
29569	JF03248	CG4910	FBgn0039007	VALIUM10	attP2
34826	HMS00141	CG4792	FBgn0039016	VALIUM20	attP2
28598	HM05086	CG4792	FBgn0039016	VALIUM10	attP2
33962	HMS00919	CG6990	FBgn0039019	VALIUM20	attP2
31339	JF01297	CG6990	FBgn0039019	VALIUM1	attP2
35021	HMS01434	CG6688	FBgn0039038	VALIUM20	attP2
	HMS02286	CG33336	FBgn0039044	VALIUM20	attP2
	GL01220	CG33336	FBgn0039044	VALIUM22	attP40
36814	GL01032	CG33336	FBgn0039044	VALIUM22	attP2
29351	JF02513	CG33336	FBgn0039044	VALIUM10	attP2
	HMS00213	CG17119	FBgn0039045	VALIUM20	attP2
38189	GL01122	CG6726	FBgn0039049	VALIUM22	attP2
38381	HMS01850	CG6733	FBgn0039052	VALIUM20	attP2
38520	HMS01668	CG6733	FBgn0039052	VALIUM20	attP40
39020	HMS01938	CG6738	FBgn0039053	VALIUM20	attP40
38366	HMS01835	CG6738	FBgn0039053	VALIUM20	attP2
38235	HMS01679	CG13830	FBgn0039054	VALIUM20	attP2
	HMJ02102	CG4656	FBgn0039055	VALIUM20	attP40
27663	JF02742	CG4656	FBgn0039055	VALIUM10	attP2
31147	JF01622	CG6742	FBgn0039056	VALIUM1	attP2
25823	JF01841	CG6747	FBgn0039061	VALIUM10	attP2
37017	HMS01255	CG6755	FBgn0039066	VALIUM20	attP2
32469	HMS00469	CG4448	FBgn0039067	VALIUM20	attP2
31125	JF01598	CG4448	FBgn0039067	VALIUM1	attP2
25820	JF01838	CG4370	FBgn0039081	VALIUM10	attP2
25945	JF01965	CG10177	FBgn0039083	VALIUM10	attP2
31717	HM04025	CG10168	FBgn0039087	VALIUM1	attP2
28377	JF03014	CG10164	FBgn0039088	VALIUM10	attP2
33926	HMS00873	CG16705	FBgn0039102	VALIUM20	attP2
	HMS02196	CG10225	FBgn0039110	VALIUM20	attP40
	HMS02161	CG10371	FBgn0039111	VALIUM20	attP2
28562	HM05048	CG10198	FBgn0039120	VALIUM10	attP2
	HMS02321	CG13597	FBgn0039124	VALIUM20	attP2
	GL01233	CG5338	FBgn0039129	VALIUM22	attP2
	HMS02143	CG5864	FBgn0039132	VALIUM20	attP2
28597	HM05085	CG13604	FBgn0039137	VALIUM10	attP2
	GL01126	CG5933	FBgn0039139	VALIUM22	attP2
27695	JF02775	CG5410	FBgn0039140	VALIUM10	attP2
27570	JF02724	CG5977	FBgn0039141	VALIUM10	attP2
28917	HM05128	CG6178	FBgn0039156	VALIUM10	attP2
36081	GL00500	CG5524	FBgn0039164	VALIUM22	attP2
31499	HM04003	CG5677	FBgn0039172	VALIUM1	attP2
34356	HMS01345	CG5706	FBgn0039175	VALIUM20	attP2
28745	JF03173	CG6356	FBgn0039178	VALIUM10	attP2
	HMS02284	-	FBgn0039180 original	VALIUM20	attP2
36592	GL00552	CG5728	FBgn0039182	VALIUM22	attP2
39039	HMS01959	CG17785	FBgn0039188	VALIUM20	attP40
36593	GL00553	CG18528	FBgn0039189	VALIUM22	attP2
	GL01180	CG13624	FBgn0039209	VALIUM22	attP2
25983	JF02005	CG13624	FBgn0039209	VALIUM10	attP2
26721	JF02263	CG13626	FBgn0039212	VALIUM10	attP2
36736	HMS01627	CG6668	FBgn0039213	VALIUM20	attP40
34783	HMS00092	CG6892	FBgn0039225	VALIUM20	attP2
31935	JF02226	CG6892	FBgn0039225	VALIUM10	attP2
32840	HMS00531	CG11375	FBgn0039227	VALIUM20	attP2
38362	HMS01831	CG13636	FBgn0039232	VALIUM20	attP2
27498	JF02648	CG7012	FBgn0039234	VALIUM10	attP2
29402	JF03337	CG13645	FBgn0039254	VALIUM10	attP2
29590	JF03269	CG7662	FBgn0039269	VALIUM10	attP2
	GL01192	CG11836	FBgn0039272	VALIUM22	attP40
34860	HMS00178	CG11920	FBgn0039274	VALIUM20	attP2
33956	HMS00911	CG11848	FBgn0039282	VALIUM20	attP2
28378	JF03015	CG13651	FBgn0039283	VALIUM10	attP2
25860	JF01881	CG13664	FBgn0039294	VALIUM10	attP2
33968	HMS00925	CG10420	FBgn0039296	VALIUM20	attP2
36692	HMS01581	CG10423	FBgn0039300	VALIUM20	attP2
33003	HMS00803	CG11856	FBgn0039302	VALIUM20	attP2
34967	HMS00865	CG11856	FBgn0039302	VALIUM20	attP2
35379	GL00293	CG11859	FBgn0039306	VALIUM22	attP2
26021	JF02046	"CG11889,CG11891"	"FBgn0039308,FBgn00"	VALIUM10	attP2
31946	JF02237	CG10669	FBgn0039329	VALIUM10	attP2
28624	JF03039	CG11910	FBgn0039332	VALIUM10	attP2
32459	HMS00458	CG5121	FBgn0039337	VALIUM20	attP2
32894	HMS00683	CG4548	FBgn0039338	VALIUM20	attP2
29444	JF03380	CG4548	FBgn0039338	VALIUM10	attP2
31921	JF02211	CG17383	FBgn0039350	VALIUM10	attP2
36887	GL01056	CG31096	FBgn0039354	VALIUM22	attP2
28789	JF03217	CG31096	FBgn0039354	VALIUM10	attP2
27321	JF02630	CG5890	FBgn0039380	VALIUM10	attP2
31490	JF01338	CG33344	FBgn0039396	VALIUM1	attP2
38995	HMS01911	CG14542	FBgn0039402	VALIUM20	attP40
35010	HMS01420	CG32474	FBgn0039411	VALIUM20	attP2
26321	JF02095	CG32474	FBgn0039411	VALIUM10	attP2
	HMJ02086	CG12290	FBgn0039419	VALIUM20	attP40
31873	HM05266	CG12290	FBgn0039419	VALIUM10	attP2
28012	JF02846	CG14239	FBgn0039424	VALIUM10	attP2
	HMS02141	CG14250	FBgn0039448	VALIUM20	attP2
36088	GL00507	CG6420	FBgn0039451	VALIUM22	attP2
	GL00719	CG5491	FBgn0039459	VALIUM22	attP2
39047	HMS01967	CG6323	FBgn0039465	VALIUM20	attP40
33958	HMS00915	CG6277	FBgn0039475	VALIUM20	attP2
34025	HMS00995	CG6066	FBgn0039488	VALIUM20	attP2
36913	GL01121	CG5880	FBgn0039489	VALIUM22	attP2
	GL01335	CG5896	FBgn0039494	VALIUM22	attP40
35463	GL00389	CG3350	FBgn0039509	VALIUM22	attP2
	HMJ02215	CG3350	FBgn0039509	VALIUM20	attP40
29325	JF02487	CG3350	FBgn0039509	VALIUM10	attP2
33360	HMS00232	CG5646	FBgn0039525	VALIUM20	attP2
35754	HMS01500	CG5588	FBgn0039532	VALIUM20	attP2
28622	JF03037	CG5588	FBgn0039532	VALIUM10	attP2
36834	GL01075	CG12877	FBgn0039544	VALIUM22	attP2
31061	JF01510	CG5003	FBgn0039554	VALIUM1	attP2
34033	HMS01004	CG4976	FBgn0039559	VALIUM20	attP2
32928	HMS00720	CG5514	FBgn0039560	VALIUM20	attP2
34038	HMS01013	CG4963	FBgn0039561	VALIUM20	attP2
34346	HMS01334	CG5520	FBgn0039562	VALIUM20	attP2
	GL01154	CG4951	FBgn0039563	VALIUM22	attP2
34531	HMS01076	CG5527	FBgn0039564	VALIUM20	attP2
	HMS01994	CG4849	FBgn0039566	VALIUM20	attP40
	HMS02316	CG4815	FBgn0039568	VALIUM20	attP2
34740	HMS01220	CG1345	FBgn0039580	VALIUM20	attP2
34925	HMS01274	CG1894	FBgn0039585	VALIUM20	attP2
	GL01267	CG12413	FBgn0039588	VALIUM22	attP2
25935	JF01955	CG10001	FBgn0039595	VALIUM10	attP2
35375	GL00289	CG1951	FBgn0039623	VALIUM22	attP2
36802	GL01009	CG11305	FBgn0039631	VALIUM22	attP40
32483	HMS00486	CG11305	FBgn0039631	VALIUM20	attP2
31093	JF01558	CG11305	FBgn0039631	VALIUM1	attP2
32505	HMS00509	CG11873	FBgn0039633	VALIUM20	attP2
	HMS02025	CG11877	FBgn0039636	VALIUM20	attP40
35802	GL00424	CG14516	FBgn0039640	VALIUM22	attP2
31555	JF01122	CG11882	FBgn0039642	VALIUM1	attP2
38318	HMS01782	CG11897	FBgn0039644	VALIUM20	attP2
28764	JF03192	CG14509	FBgn0039647	VALIUM10	attP2
34916	HMS01264	CG14508	FBgn0039651	VALIUM20	attP2
33345	HMS00211	CG14507	FBgn0039655	VALIUM20	attP2
31063	JF01513	CG2010	FBgn0039667	VALIUM1	attP2
38998	HMS01914	CG1907	FBgn0039674	VALIUM20	attP2
25849	JF01870	CG12048	FBgn0039675	VALIUM10	attP2
25897	JF01938	CG7577	FBgn0039676	VALIUM10	attP2
25810	JF01828	CG18110	FBgn0039677	VALIUM10	attP2
25887	JF01928	CG18287	FBgn0039679	VALIUM10	attP2
37471	GL00523	CG1911	FBgn0039680	VALIUM22	attP2
31326	JF01279	CG1911	FBgn0039680	VALIUM1	attP2
31478	JF01280	CG1911	FBgn0039680	VALIUM1	attP2
31982	JF03416	CG15504	FBgn0039683	VALIUM10	attP2
38527	HMS01732	CG18112	FBgn0039702	VALIUM20	attP40
34358	HMS01347	CG31033	FBgn0039705	VALIUM20	attP2
35037	HMS01451	CG31009	FBgn0039709	VALIUM20	attP2
27711	JF02761	CG31009	FBgn0039709	VALIUM10	attP2
27510	JF02660	CG31009	FBgn0039709	VALIUM10	attP2
31940	JF02231	CG15514	FBgn0039712	VALIUM10	attP2
28345	JF02981	CG15520	FBgn0039722	VALIUM10	attP2
28766	JF03194	CG15522	FBgn0039723	VALIUM10	attP2
28565	HM05051	CG7896	FBgn0039728	VALIUM10	attP2
	HMJ02074	CG11504	FBgn0039733	VALIUM20	attP40
31917	JF02207	CG11504	FBgn0039733	VALIUM10	attP2
35593	GL00430	CG7911	FBgn0039735	VALIUM22	attP2
27536	JF02687	CG9753	FBgn0039747	VALIUM10	attP2
36675	HMS01563	CG9743	FBgn0039756	VALIUM20	attP2
36761	HMS03022	CG15533	FBgn0039768	VALIUM20	attP2
36762	HMS03023	CG15534	FBgn0039769	VALIUM20	attP2
28767	JF03195	CG15537	FBgn0039770	VALIUM10	attP2
36764	HMS03025	CG1471	FBgn0039774	VALIUM20	attP2
33695	HMS00567	CG31022	FBgn0039776	VALIUM20	attP2
33896	HMS00835	CG31022	FBgn0039776	VALIUM20	attP2
34342	HMS01330	CG2241	FBgn0039788	VALIUM20	attP2
	HMS02259	CG2246	FBgn0039790	VALIUM20	attP2
27677	JF02756	CG12069	FBgn0039796	VALIUM10	attP2
38378	HMS01847	CG1349	FBgn0039802	VALIUM20	attP40
38999	HMS01915	CG1349	FBgn0039802	VALIUM20	attP2
31261	JF01202	CG1349	FBgn0039802	VALIUM1	attP2
26768	JF02332	CG12071	FBgn0039808	VALIUM10	attP2
28065	JF02902	CG11317	FBgn0039816	VALIUM10	attP2
28016	JF02850	CG15553	FBgn0039817	VALIUM10	attP2
35464	GL00390	CG1746	FBgn0039830	VALIUM22	attP2
26006	JF02031	CG15555	FBgn0039839	VALIUM10	attP2
26003	JF02028	CG11340	FBgn0039840	VALIUM10	attP2
34004	HMS00967	CG11522	FBgn0039857	VALIUM20	attP2
29315	JF02474	CG11525	FBgn0039858	VALIUM10	attP2
35716	GLV21081	CG11539	FBgn0039859	VALIUM21	attP2
26709	JF02249	CG1792	FBgn0039860	VALIUM10	attP2
33972	HMS00929	CG1800	FBgn0039861	VALIUM20	attP2
26293	JF02062	CG1800	FBgn0039861	VALIUM10	attP2
36812	GL01030	CG1815	FBgn0039863	VALIUM22	attP2
29609	JF03288	CG11550	FBgn0039864	VALIUM10	attP2
31573	JF01146	CG1890	FBgn0039869	VALIUM1	attP2
	HMS02041	CG2118	FBgn0039877	VALIUM20	attP40
38332	HMS01799	CG2118	FBgn0039877	VALIUM20	attP2
29531	HM05210	CG11576	FBgn0039882	VALIUM10	attP2
32946	HMS00740	CG1976	FBgn0039883	VALIUM20	attP2
27279	JF02590	CG2381	FBgn0039900	VALIUM10	attP2
36799	GL01004	CG1710	FBgn0039904	VALIUM22	attP40
32453	HMS00452	CG1710	FBgn0039904	VALIUM20	attP2
37476	GL00619	CG2041	FBgn0039907	VALIUM22	attP40
35629	GL00476	CG11533	FBgn0039908	VALIUM22	attP2
	GL01133	CG11533	FBgn0039908	VALIUM22	attP2
28573	HM05059	CG1970	FBgn0039909	VALIUM10	attP2
28024	JF02858	CG1909	FBgn0039911	VALIUM10	attP2
36809	GL01025	CG1901	FBgn0039914	VALIUM22	attP40
34650	HMS01125	CG1901	FBgn0039914	VALIUM20	attP2
29422	JF03358	CG1732	FBgn0039915	VALIUM10	attP2
	GL01280	CG9935	FBgn0039916	VALIUM22	attP2
28506	JF03126	CG9935	FBgn0039916	VALIUM10	attP2
36829	GL01067	CG1793	FBgn0039923	VALIUM22	attP2
28572	HM05058	CG1793	FBgn0039923	VALIUM10	attP2
35338	GL00248	CG17471	FBgn0039924	VALIUM22	attP2
35660	GLV21025	CG17471	FBgn0039924	VALIUM21	attP2
	HMS02134	CG17461	FBgn0039925	VALIUM20	attP40
31991	JF03425	CG11155	FBgn0039927	VALIUM10	attP2
25839	JF01857	CG11059	FBgn0039928	VALIUM10	attP2
31101	JF01566	CG11077	FBgn0039930	VALIUM1	attP2
28896	HM05106	CG11148	FBgn0039936	VALIUM10	attP2
26220	JF02118	CG11153	FBgn0039938	VALIUM10	attP2
27245	JF02560	CG17167	FBgn0039941	VALIUM10	attP2
26763	JF02327	CG17172	FBgn0039946	VALIUM10	attP2
34883	HMS01228	CG41099	FBgn0039955	VALIUM20	attP2
34355	HMS01344	CG17514	FBgn0039959	VALIUM20	attP2
29403	JF03338	CG17515	FBgn0039966	VALIUM10	attP2
32509	HMS00513	CG17494	FBgn0040011	VALIUM20	attP2
34731	HMS01211	CG17397	FBgn0040020	VALIUM20	attP2
33704	HMS00581	CG40351	FBgn0040022	VALIUM20	attP2
	HMS02179	CG40351	FBgn0040022	VALIUM20	attP40
38368	HMS01837	CG40351	FBgn0040022	VALIUM20	attP2
25851	JF01872	CG2893	FBgn0040030	VALIUM10	attP2
26248	JF02147	CG12061	FBgn0040031	VALIUM10	attP2
35733	HMS01475	CG17698	FBgn0040056	VALIUM20	attP2
36874	GL01027	CG4600	FBgn0040064	VALIUM22	attP2
32952	HMS00746	CG17437	FBgn0040066	VALIUM20	attP2
39059	HMS01979	CG7893	FBgn0040068	VALIUM20	attP2
33721	HMS00603	CG31884	FBgn0040070	VALIUM20	attP2
34019	HMS00989	CG31884	FBgn0040070	VALIUM20	attP2
31634	JF01421	CG6889	FBgn0040071	VALIUM1	attP2
32415	HMS00410	CG9750	FBgn0040075	VALIUM20	attP2
39004	HMS01920	"CG33747,CG33748"	"FBgn0040076,FBgn00"	VALIUM20	attP2
35048	HMS01462	CG5692	FBgn0040080	VALIUM20	attP2
37479	GL00622	CG5692	FBgn0040080	VALIUM22	attP40
29310	JF02450	CG5692	FBgn0040080	VALIUM10	attP2
33880	HMS00817	CG1487	FBgn0040206	VALIUM20	attP2
29523	HM05200	CG1487	FBgn0040206	VALIUM10	attP2
35634	GL00481	CG10229	FBgn0040208	VALIUM22	attP40
28375	JF03012	CG10229	FBgn0040208	VALIUM10	attP2
30491	HM05233	CG10846	FBgn0040228	VALIUM10	attP2
38940	HMS01791	CG6224	FBgn0040230	VALIUM20	attP2
38221	GL00662	CG6224	FBgn0040230	VALIUM22	attP40
35816	GL00404	CG6392	FBgn0040232	VALIUM22	attP2
35475	GL00403	"CG33694,CG33695"	"FBgn0040233,FBgn00"	VALIUM22	attP2
34952	HMS00382	CG12135	FBgn0040235	VALIUM20	attP2
34095	HMS00954	CG4739	FBgn0040257	VALIUM20	attP2
34837	HMS00153	CG7626	FBgn0040273	VALIUM20	attP2
26024	JF02049	CG1200	FBgn0040281	VALIUM10	attP2
36598	GL00558	CG6057	FBgn0040283	VALIUM22	attP2
34351	HMS01340	CG6057	FBgn0040283	VALIUM20	attP2
32367	HMS00358	CG6987	FBgn0040284	VALIUM20	attP2
29522	HM05199	CG6987	FBgn0040284	VALIUM10	attP2
38277	HMS01728	CG9195	FBgn0040285	VALIUM20	attP40
31067	JF01517	"CG16988,CG6905"	"FBgn0040291,FBgn00"	VALIUM1	attP2
35312	GL00216	CG32417	FBgn0040298	VALIUM22	attP2
	HMS02282	CG6976	FBgn0040299	VALIUM20	attP2
34094	HMS00951	CG3743	FBgn0040305	VALIUM20	attP2
33381	HMS00257	CG3743	FBgn0040305	VALIUM20	attP2
38926	GL01018	CG1633	FBgn0040309	VALIUM22	attP40
34971	HMS00935	CG1633	FBgn0040309	VALIUM20	attP2
32498	HMS00501	CG1633	FBgn0040309	VALIUM20	attP2
29382	JF03314	CG13475	FBgn0040318	VALIUM10	attP2
34614	HMS01289	CG1862	FBgn0040324	VALIUM20	attP2
27039	JF02365	CG1862	FBgn0040324	VALIUM10	attP2
33763	JF02462	CG13762	FBgn0040333	VALIUM20	attP2
36774	JF02389	CG13762	FBgn0040333	VALIUM20	attP2
31505	JF01058	CG13762	FBgn0040333	VALIUM1	attP2
31385	JF01361	CG13762	FBgn0040333	VALIUM1	attP2
37501	HMS01643	CG9904	FBgn0040336	VALIUM20	attP40
	GL00725	CG11639	FBgn0040338	VALIUM22	attP2
34573	HMS01047	CG3034	FBgn0040339	VALIUM20	attP2
33422	HMS00306	CG3711	FBgn0040344	VALIUM20	attP2
29596	JF03275	CG3703	FBgn0040348	VALIUM10	attP2
27688	JF02768	CG3690	FBgn0040350	VALIUM10	attP2
	GL01146	CG11380	FBgn0040359	VALIUM22	attP2
36892	GL01074	CG11378	FBgn0040364	VALIUM22	attP2
36109	HMS00201	CG11398	FBgn0040366	VALIUM20	attP2
36798	GL01003	CG2995	FBgn0040372	VALIUM22	attP40
34817	HMS00127	CG2995	FBgn0040372	VALIUM20	attP2
31630	JF01416	CG2995	FBgn0040372	VALIUM1	attP2
29541	JF02182	CG2995	FBgn0040372	VALIUM10	attP2
33433	HMS00320	CG14045	FBgn0040387	VALIUM20	attP2
27073	JF02418	CG14050	FBgn0040392	VALIUM10	attP2
27067	JF02412	CG12767	FBgn0040465	VALIUM10	attP2
