BL #	TRiP #	CG #	FBgn	Vector	Hairpin Loc.
35798	GL00311	CG4141	FBgn0015279	VALIUM22	attP2
27690	JF02770	CG4141	FBgn0015279	VALIUM10	attP2
34795	HMS00104	CG5289	FBgn0015282	VALIUM20	attP2
34566	HMS01039	CG7619	FBgn0015283	VALIUM20	attP2
34375	HMS01365	CG2849	FBgn0015286	VALIUM20	attP2
29580	JF03259	CG2849	FBgn0015286	VALIUM10	attP2
34828	HMS00143	CG7434	FBgn0015288	VALIUM20	attP2
	HMJ02128	CG18247	FBgn0015295	VALIUM20	attP40
	GL00074	CG18247	FBgn0015295	VALIUM22	attP2
25788	JF01794	CG18247	FBgn0015295	VALIUM10	attP2
	HMC02399	CG4457	FBgn0015298	VALIUM20	attP2
35437	GL00362	CG8396	FBgn0015299	VALIUM22	attP2
	GL00731	-	FBgn0015321 original	VALIUM22	attP2
27684	JF02764	CG32848	FBgn0015323	VALIUM10	attP2
38996	HMS01912	CG1088	FBgn0015324	VALIUM20	attP2
	GL00717	CG2034	FBgn0015359	VALIUM22	attP2
	HMC02377	CG32300	FBgn0015360	VALIUM20	attP2
38985	HMS01901	CG32300	FBgn0015360	VALIUM20	attP40
26779	JF02343	CG11798	FBgn0015371	VALIUM10	attP2
28033	JF02868	CG3870	FBgn0015372	VALIUM10	attP2
39002	HMS01918	CG17348	FBgn0015380	VALIUM20	attP2
29602	JF03281	CG17348	FBgn0015380	VALIUM10	attP2
	HMS02272	CG9019	FBgn0015381	VALIUM20	attP40
29373	JF02537	CG9019	FBgn0015381	VALIUM10	attP2
32350	HMS00341	CG11397	FBgn0015391	VALIUM20	attP2
36069	GL00487	CG11397	FBgn0015391	VALIUM22	attP40
35438	GL00363	CG4029	FBgn0015396	VALIUM22	attP2
31874	HM05267	CG4977	FBgn0015400	VALIUM10	attP2
35262	GL00153	CG2899	FBgn0015402	VALIUM22	attP2
32937	HMS00730	CG2899	FBgn0015402	VALIUM20	attP2
	GL01134	CG2899	FBgn0015402	VALIUM22	attP2
36601	GL00561	CG1877	FBgn0015509	VALIUM22	attP2
29520	HM05197	CG1877	FBgn0015509	VALIUM10	attP2
33722	HMS00604	CG10379	FBgn0015513	VALIUM20	attP2
32355	HMS00346	CG10379	FBgn0015513	VALIUM20	attP2
	GLC01361	CG10379	FBgn0015513	VALIUM22	attP40
27671	JF02750	CG2302	FBgn0015519	VALIUM10	attP2
38290	HMS01748	CG1685	FBgn0015527	VALIUM20	attP40
35439	GL00364	CG1685	FBgn0015527	VALIUM22	attP2
37494	HMS01636	CG5518	FBgn0015541	VALIUM20	attP2
33894	HMS00832	CG7951	FBgn0015542	VALIUM20	attP2
33895	HMS00833	CG7951	FBgn0015542	VALIUM20	attP2
26207	JF02105	CG7951	FBgn0015542	VALIUM10	attP2
38371	HMS01840	CG13570	FBgn0015544	VALIUM20	attP2
31253	JF01194	CG13570	FBgn0015544	VALIUM1	attP2
	HMJ02225	CG4215	FBgn0015546	VALIUM20	attP40
34985	HMS01395	CG7659	FBgn0015550	VALIUM20	attP2
26209	JF02107	CG7659	FBgn0015550	VALIUM10	attP2
35603	GL00443	CG10387	FBgn0015553	VALIUM22	attP40
33937	HMS00887	CG10387	FBgn0015553	VALIUM20	attP2
29393	JF03326	CG1650	FBgn0015561	VALIUM10	attP2
31971	JF03405	CG2913	FBgn0015565	VALIUM10	attP2
33992	HMS00955	CG1112	FBgn0015575	VALIUM20	attP2
28743	JF03171	CG12390	FBgn0015582	VALIUM10	attP2
34869	HMS00188	CG1451	FBgn0015589	VALIUM20	attP2
28582	HM05070	CG1451	FBgn0015589	VALIUM10	attP2
25866	JF01905	CG13633	FBgn0015591	VALIUM10	attP2
35642	GLV21006	CG10159	FBgn0015602	VALIUM21	attP2
29734	HM05202	CG10159	FBgn0015602	VALIUM10	attP2
27503	JF02653	CG7100	FBgn0015609	VALIUM10	attP2
38971	HMS01886	CG11217	FBgn0015614	VALIUM20	attP2
27270	JF02583	CG11217	FBgn0015614	VALIUM10	attP2
36783	GL00518	CG9802	FBgn0015615	VALIUM22	attP40
33431	HMS00318	CG9802	FBgn0015615	VALIUM20	attP2
35324	GL00231	CG10572	FBgn0015618	VALIUM22	attP2
36816	GL01037	CG3642	FBgn0015621	VALIUM22	attP2
	HMS02304	CG11958	FBgn0015622	VALIUM20	attP40
36865	GL00532	CG5838	FBgn0015664	VALIUM22	attP2
35692	GLV21057	CG5838	FBgn0015664	VALIUM21	attP2
31941	JF02232	CG5838	FBgn0015664	VALIUM10	attP2
33887	HMS00825	CG10241	FBgn0015714	VALIUM20	attP2
	HMS02312	CG3373	FBgn0015737	VALIUM20	attP2
	GL01209	CG3373	FBgn0015737	VALIUM22	attP40
35043	HMS01457	CG8440	FBgn0015754	VALIUM20	attP2
28663	JF03078	CG8440	FBgn0015754	VALIUM10	attP2
34744	HMS01224	CG5475	FBgn0015765	VALIUM20	attP2
35244	GL00131	CG5475	FBgn0015765	VALIUM22	attP2
27316	JF02625	CG5475	FBgn0015765	VALIUM10	attP2
28526	HM05012	CG1149	FBgn0015770	VALIUM10	attP2
36061	GL00249	CG10637	FBgn0015772	VALIUM22	attP2
38326	HMS01793	CG10637	FBgn0015772	VALIUM20	attP2
31288	JF01232	CG18657	FBgn0015773	VALIUM1	attP2
31665	JF01458	CG18657	FBgn0015773	VALIUM1	attP2
34698	HMS01177	CG10521	FBgn0015774	VALIUM20	attP2
25861	JF01882	CG10521	FBgn0015774	VALIUM10	attP2
38275	HMS01725	CG9258	FBgn0015776	VALIUM20	attP40
	GL01257	CG9258	FBgn0015776	VALIUM22	attP2
37495	HMS01637	CG9261	FBgn0015777	VALIUM20	attP40
28666	JF03081	CG9261	FBgn0015777	VALIUM10	attP2
33392	HMS00269	CG9412	FBgn0015778	VALIUM20	attP2
26289	JF02058	CG17060	FBgn0015789	VALIUM10	attP2
27730	JF02812	CG5771	FBgn0015790	VALIUM10	attP2
34654	HMS01130	CG4212	FBgn0015791	VALIUM20	attP2
28708	JF03135	CG4212	FBgn0015791	VALIUM10	attP2
34607	HMS00592	CG7062	FBgn0015793	VALIUM20	attP2
34734	HMS01214	CG3129	FBgn0015794	VALIUM20	attP2
27665	JF02744	CG3129	FBgn0015794	VALIUM10	attP2
27051	JF02377	CG5915	FBgn0015795	VALIUM10	attP2
35744	HMS01486	CG6601	FBgn0015797	VALIUM20	attP2
27490	JF02640	CG6601	FBgn0015797	VALIUM10	attP2
	GL01293	CG7413	FBgn0015799	VALIUM22	attP40
36744	HMS03004	CG7413	FBgn0015799	VALIUM20	attP2
32947	HMS00741	CG10043	FBgn0015803	VALIUM20	attP2
36800	GL01005	CG7471	FBgn0015805	VALIUM22	attP40
34846	HMS00164	CG7471	FBgn0015805	VALIUM20	attP2
33725	HMS00607	CG7471	FBgn0015805	VALIUM20	attP2
31616	JF01401	CG7471	FBgn0015805	VALIUM1	attP2
	GL00086	CG10539	FBgn0015806	VALIUM22	attP2
33636 - pulle	HMS00034	CG10539	FBgn0015806	VALIUM20	attP2
	HMS02267	CG10539	FBgn0015806	VALIUM20	attP2
	GL01327	CG10539	FBgn0015806	VALIUM22	attP2
	HMJ02231	CG10539	FBgn0015806	VALIUM20	attP40
34335	HMS01323	CG3539	FBgn0015816	VALIUM20	attP2
34978	HMS01387	CG8882	FBgn0015834	VALIUM20	attP2
34354	HMS01343	CG8075	FBgn0015838	VALIUM20	attP2
26236	JF02134	CG5393	FBgn0015903	VALIUM10	attP2
27060	JF02402	CG10571	FBgn0015904	VALIUM10	attP2
	HMJ02110	CG13425	FBgn0015907	VALIUM20	attP40
	GL01185	CG4280	FBgn0015924	VALIUM22	attP2
	HMS01997	CG4280	FBgn0015924	VALIUM20	attP40
35458	GL00384	CG1616	FBgn0015929	VALIUM22	attP2
28620	JF03035	CG1616	FBgn0015929	VALIUM10	attP2
33378	HMS00252	CG9854	FBgn0015949	VALIUM20	attP2
28603	HM05091	CG9854	FBgn0015949	VALIUM10	attP2
31336	JF01294	CG10645	FBgn0016031	VALIUM1	attP2
35459	GL00385	CG2374	FBgn0016032	VALIUM22	attP2
27278	JF02589	CG2374	FBgn0016032	VALIUM10	attP2
34793	HMS00102	CG11254	FBgn0016034	VALIUM20	attP2
35202	GL00077	CG11254	FBgn0016034	VALIUM22	attP2
38304	HMS01766	CG17828	FBgn0016038	VALIUM20	attP40
26005	JF02030	CG12157	FBgn0016041	VALIUM10	attP2
27990	JF02919	CG13207	FBgn0016047	VALIUM10	attP2
32386	HMS00378	CG32885	FBgn0016053	VALIUM20	attP2
33720	HMS00601	CG32885	FBgn0016053	VALIUM20	attP2
	GL01084	CG2488	FBgn0016054	VALIUM22	attP2
28588	HM05076	CG6446	FBgn0016059	VALIUM10	attP2
35477	GL00406	CG5263	FBgn0016070	VALIUM22	attP2
	HMC02400	CG16858	FBgn0016075	VALIUM20	attP2
	HMS02029	CG14029	FBgn0016076	VALIUM20	attP40
25989	JF02011	CG14029	FBgn0016076	VALIUM10	attP2
32429	HMS00424	CG8804	FBgn0016078	VALIUM20	attP2
32430	HMS00425	CG8804	FBgn0016078	VALIUM20	attP2
33740	HMS01078	CG6030	FBgn0016120	VALIUM20	attP2
33673	HMS00537	CG1462	FBgn0016123	VALIUM20	attP2
28740	JF03168	CG1462	FBgn0016123	VALIUM10	attP2
35362	GL00274	CG1495	FBgn0016126	VALIUM22	attP2
	GL01332	CG1495	FBgn0016126	VALIUM22	attP2
26726	JF02268	CG1495	FBgn0016126	VALIUM10	attP2
36060	GL00240	CG5072	FBgn0016131	VALIUM22	attP2
27714	JF02795	CG5072	FBgn0016131	VALIUM10	attP2
32359	HMS00350	CG9856	FBgn0016641	VALIUM20	attP2
27509	JF02659	CG7665	FBgn0016650	VALIUM10	attP2
28028	JF02862	CG3028	FBgn0016672	VALIUM10	attP2
34003	HMS00966	CG10207	FBgn0016684	VALIUM20	attP2
33688	HMS00556	CG7917	FBgn0016685	VALIUM20	attP2
35444	GL00369	CG4634	FBgn0016687	VALIUM22	attP2
31341	JF01299	CG4634	FBgn0016687	VALIUM1	attP2
33689	HMS00557	CG6148	FBgn0016693	VALIUM20	attP2
	HMS02030	CG17888	FBgn0016694	VALIUM20	attP40
26212	JF02110	CG17888	FBgn0016694	VALIUM10	attP2
35157	GL00025	CG4268	FBgn0016696	VALIUM22	attP2
34786	HMS00095	CG10938	FBgn0016697	VALIUM20	attP2
34670	HMS01148	CG3320	FBgn0016700	VALIUM20	attP2
27299	JF02609	CG3320	FBgn0016700	VALIUM10	attP2
33757	HMS01100	CG4921	FBgn0016701	VALIUM20	attP2
	HMC02352	CG5486	FBgn0016756	VALIUM20	attP2
38947	HMS01861	CG12273	FBgn0016762	VALIUM20	attP2
31766	HM04078	CG1044	FBgn0016794	VALIUM1	attP2
31312	JF01259	CG9739	FBgn0016797	VALIUM1	attP2
31390	JF01378	CG9739	FBgn0016797	VALIUM1	attP2
27568	JF02722	CG9739	FBgn0016797	VALIUM10	attP2
35600	GL00437	CG4257	FBgn0016917	VALIUM22	attP40
33637	HMS00035	CG4257	FBgn0016917	VALIUM20	attP2
31317	JF01265	CG4257	FBgn0016917	VALIUM1	attP2
31318	JF01266	CG4257	FBgn0016917	VALIUM1	attP2
28665	JF03080	CG12548	FBgn0016919	VALIUM10	attP2
31512	JF01067	CG11020	FBgn0016920	VALIUM1	attP2
31689	JF01894	CG11020	FBgn0016920	VALIUM1	attP2
	GL01208	CG4551	FBgn0016930	VALIUM22	attP2
35393	GL00313	CG4551	FBgn0016930	VALIUM22	attP2
28510	JF03130	"CG12500,CG12473"	"FBgn0016976,FBgn00"	VALIUM10	attP2
33398	HMS00276	CG18497	FBgn0016977	VALIUM20	attP2
33396	HMS00274	CG8749	FBgn0016978	VALIUM20	attP2
36808	GL01024	CG8571	FBgn0016983	VALIUM22	attP40
35704	GLV21069	CG8571	FBgn0016983	VALIUM21	attP2
35198	GL00072	CG9985	FBgn0016984	VALIUM22	attP2
27715	JF02796	CG9985	FBgn0016984	VALIUM10	attP2
29416	JF03352	CG5659	FBgn0017418	VALIUM10	attP2
32835	HMS00525	CG5994	FBgn0017430	VALIUM20	attP2
29304	JF02444	CG3582	FBgn0017457	VALIUM10	attP2
	GL01247	CG8418	FBgn0017549	VALIUM22	attP2
27520	JF02670	CG8418	FBgn0017549	VALIUM10	attP2
35460	GL00386	CG2161	FBgn0017550	VALIUM22	attP2
35142	GL00009	CG8808	FBgn0017558	VALIUM22	attP2
28635	JF03050	CG8808	FBgn0017558	VALIUM10	attP2
25885	JF01926	CG1615	FBgn0017561	VALIUM10	attP2
33910	HMS00853	CG2286	FBgn0017566	VALIUM20	attP2
33911	HMS00854	CG2286	FBgn0017566	VALIUM20	attP2
27739	JF02791	CG2286	FBgn0017566	VALIUM10	attP2
30487	HM05229	CG3944	FBgn0017567	VALIUM10	attP2
	GL01301	CG4082	FBgn0017577	VALIUM22	attP40
35679	GLV21044	CG4082	FBgn0017577	VALIUM21	attP2
	HMS02018	CG9648	FBgn0017578	VALIUM20	attP40
29328	JF02490	CG9648	FBgn0017578	VALIUM10	attP2
35352	GL00264	CG17342	FBgn0017581	VALIUM22	attP2
28357	JF02993	CG17342	FBgn0017581	VALIUM10	attP2
28746	JF03174	CG6669	FBgn0017590	VALIUM10	attP2
27548	JF02700	CG14724	FBgn0019624	VALIUM10	attP2
36726	HMS01617	CG3318	FBgn0019643	VALIUM20	attP40
26243	JF02142	CG3318	FBgn0019643	VALIUM10	attP2
28062	JF02899	CG8189	FBgn0019644	VALIUM10	attP2
33679	HMS00544	CG11186	FBgn0019650	VALIUM20	attP2
29346	JF02508	CG11186	FBgn0019650	VALIUM10	attP2
35440	GL00365	CR32665	FBgn0019660	VALIUM22	attP2
28986	JF02817	CR32665	FBgn0019660	VALIUM10	attP2
31628	JF01413	CR32665	FBgn0019660	VALIUM1	attP2
35274	GL00172	CR32777	FBgn0019661	VALIUM22	attP2
31602	JF01191	CR32777	FBgn0019661	VALIUM1	attP2
27734	JF02818	CR32777	FBgn0019661	VALIUM10	attP2
35152	GL00020	CG10895	FBgn0019686	VALIUM22	attP2
34597	HMS01071	CG3858	FBgn0019809	VALIUM20	attP2
28904	HM05115	CG3858	FBgn0019809	VALIUM10	attP2
37502	HMS01644	CG4589	FBgn0019886	VALIUM20	attP40
31090	JF01554	CG8954	FBgn0019890	VALIUM1	attP2
	GL01222	CG4812	FBgn0019928	VALIUM22	attP40
	HMS02317	CG4812	FBgn0019928	VALIUM20	attP2
	GL01204	CG2045	FBgn0019929	VALIUM22	attP40
38374	HMS01843	CG18803	FBgn0019947	VALIUM20	attP40
27681	JF02760	CG18803	FBgn0019947	VALIUM10	attP2
	HMS02329	CG5179	FBgn0019949	VALIUM20	attP40
35323	GL00230	CG5179	FBgn0019949	VALIUM22	attP2
34982	HMS01391	CG5179	FBgn0019949	VALIUM20	attP2
34526	HMS00852	CG6343	FBgn0019957	VALIUM20	attP2
32998	HMS00798	CG6343	FBgn0019957	VALIUM20	attP2
28894	HM05104	CG6343	FBgn0019957	VALIUM10	attP2
36733	HMS01624	CG8183	FBgn0019968	VALIUM20	attP40
38191	GL00630	CG8183	FBgn0019968	VALIUM22	attP40
32403	HMS00398	CG7788	FBgn0019972	VALIUM20	attP2
	HMS02201	CG11144	FBgn0019985	VALIUM20	attP40
34872	HMS00191	CG11144	FBgn0019985	VALIUM20	attP2
25938	JF01958	CG11144	FBgn0019985	VALIUM10	attP2
35355	GL00267	CG1609	FBgn0019990	VALIUM22	attP2
27500	JF02650	CG7037	FBgn0020224	VALIUM10	attP2
28723	JF03150	CG7610	FBgn0020235	VALIUM10	attP2
35441	GL00366	CG31196	FBgn0020238	VALIUM22	attP2
34884	HMS01229	CG31196	FBgn0020238	VALIUM20	attP2
31497	HM04001	CG31196	FBgn0020238	VALIUM1	attP2
31536	JF01096	CG7954	FBgn0020249	VALIUM1	attP2
31537	JF01097	CG7954	FBgn0020249	VALIUM1	attP2
34601	HMS00543	CG8339	FBgn0020251	VALIUM20	attP2
31392	JF01381	CG1404	FBgn0020255	VALIUM1	attP2
31357	JF01315	CG9952	FBgn0020257	VALIUM1	attP2
29571	JF03250	CG3478	FBgn0020258	VALIUM10	attP2
	GLC01348	CG3291	FBgn0020261	VALIUM22	attP40
34690	HMS01169	CG3291	FBgn0020261	VALIUM20	attP2
29460	JF03397	CG10145	FBgn0020269	VALIUM10	attP2
39028	HMS01947	CG16928	FBgn0020270	VALIUM20	attP40
29601	JF03280	CG1424	FBgn0020272	VALIUM10	attP2
31657	JF01450	CG8807	FBgn0020277	VALIUM1	attP2
32456	HMS00455	CG5248	FBgn0020278	VALIUM20	attP2
38960	HMS01874	CG3365	FBgn0020304	VALIUM20	attP40
34827	HMS00142	CG9696	FBgn0020306	VALIUM20	attP2
38941	HMS01855	CG9696	FBgn0020306	VALIUM20	attP2
	HMS02208	CG9696	FBgn0020306	VALIUM20	attP2
38385	HMS01854	CG9696	FBgn0020306	VALIUM20	attP2
	HMS02162	CG9696	FBgn0020306	VALIUM20	attP2
31054	JF01502	CG9696	FBgn0020306	VALIUM1	attP2
26225	JF02123	CG5799	FBgn0020307	VALIUM10	attP2
	HMJ02202	CG14938	FBgn0020309	VALIUM20	attP40
34712	HMS01191	CG1489	FBgn0020369	VALIUM20	attP2
39048	HMS01968	CG11303	FBgn0020372	VALIUM20	attP40
35777	HMS01526	CG1343	FBgn0020378	VALIUM20	attP2
29355	JF02518	CG6312	FBgn0020379	VALIUM10	attP2
34070	HMS00063	CG7486	FBgn0020381	VALIUM20	attP2
34936	HMS01250	CG1210	FBgn0020386	VALIUM20	attP2
36071	GL00489	CG1210	FBgn0020386	VALIUM22	attP2
27725	JF02807	CG1210	FBgn0020386	VALIUM10	attP2
35601	GL00439	CG4107	FBgn0020388	VALIUM22	attP40
33981	HMS00941	CG4107	FBgn0020388	VALIUM20	attP2
35377	GL00291	CG8363	FBgn0020389	VALIUM22	attP2
32354 - pulle	HMS00345	-	FBgn0020407 original	VALIUM20	attP2
	HMJ02230	CG6297	FBgn0020412	VALIUM20	attP40
	GL00146	CG6297	FBgn0020412	VALIUM22	attP2
	GL01128	CG6297	FBgn0020412	VALIUM22	attP2
28718	JF03145	CG7234	FBgn0020429	VALIUM10	attP2
35357	GL00269	CG10023	FBgn0020440	VALIUM22	attP2
33617	HMS00010	CG10023	FBgn0020440	VALIUM20	attP2
29323	JF02484	CG10023	FBgn0020440	VALIUM10	attP2
36703	HMS01592	CG6382	FBgn0020443	VALIUM20	attP2
26252	JF02151	CG3327	FBgn0020445	VALIUM10	attP2
33759	HMS01102	CG5201	FBgn0020493	VALIUM20	attP2
26235	JF02133	CG5201	FBgn0020493	VALIUM10	attP2
32889	HMS00677	CG7583	FBgn0020496	VALIUM20	attP2
31334	JF01291	CG7583	FBgn0020496	VALIUM1	attP2
34021	HMS00991	CG13387	FBgn0020497	VALIUM20	attP2
31353	JF01311	CG13387	FBgn0020497	VALIUM1	attP2
31265	JF01206	CG5020	FBgn0020503	VALIUM1	attP2
	GL01200	CG1262	FBgn0020509	VALIUM22	attP40
36707	HMS01597	CG9749	FBgn0020510	VALIUM20	attP2
36794	GL00534	CG3423	FBgn0020616	VALIUM22	attP40
33395	HMS00272	CG3423	FBgn0020616	VALIUM20	attP2
28674	JF03089	CG10052	FBgn0020617	VALIUM10	attP2
38198	GL00637	CG7111	FBgn0020618	VALIUM22	attP40
34694	HMS01173	CG7111	FBgn0020618	VALIUM20	attP2
28670	JF03085	CG8085	FBgn0020620	VALIUM10	attP2
	HMJ02226	CG2049	FBgn0020621	VALIUM20	attP40
	GL00154	CG2049	FBgn0020621	VALIUM22	attP2
28335	JF02970	CG2049	FBgn0020621	VALIUM10	attP2
38991	HMS01907	CG2699	FBgn0020622	VALIUM20	attP40
36810	GL01028	CG2699	FBgn0020622	VALIUM22	attP2
32867	HMS00654	CG4978	FBgn0020633	VALIUM20	attP2
32984	HMS00784	CG2151	FBgn0020653	VALIUM20	attP2
36805	GL01017	CG2151	FBgn0020653	VALIUM22	attP40
38897	GL00668	CG6768	FBgn0020756	VALIUM22	attP2
32852	HMS00637	CG10155	FBgn0020767	VALIUM20	attP2
33402	HMS00280	CG8013	FBgn0020887	VALIUM20	attP2
31191	JF01706	CG8013	FBgn0020887	VALIUM1	attP2
31957	JF02573	CG15848	FBgn0020908	VALIUM10	attP2
36596	GL00556	CG4863	FBgn0020910	VALIUM22	attP2
35340	GL00251	CG8657	FBgn0020930	VALIUM22	attP2
35442	GL00367	CG32435	FBgn0021760	VALIUM22	attP2
34669	HMS01146	CG32435	FBgn0021760	VALIUM20	attP2
34710	HMS01189	CG4579	FBgn0021761	VALIUM20	attP2
33412	HMS00292	CG5227	FBgn0021764	VALIUM20	attP2
	GL01079	CG7113	FBgn0021765	VALIUM22	attP2
	HMS02305	CG7113	FBgn0021765	VALIUM20	attP40
33382	HMS00258	CG9710	FBgn0021768	VALIUM20	attP2
32356	HMS00347	CG12249	FBgn0021776	VALIUM20	attP2
34639	HMS01114	CG5092	FBgn0021796	VALIUM20	attP2
33951	HMS00904	CG5092	FBgn0021796	VALIUM20	attP2
35578	GL00156	CG5092	FBgn0021796	VALIUM22	attP2
	GL01240	CG3920	FBgn0021800	VALIUM22	attP2
33366	HMS00238	CG6556	FBgn0021818	VALIUM20	attP2
31759	HM04070	CG6556	FBgn0021818	VALIUM1	attP2
28596	HM05084	CG8269	FBgn0021825	VALIUM10	attP2
	HMC02372	CG8325	FBgn0021847	VALIUM20	attP40
36755	HMS03015	CG9415	FBgn0021872	VALIUM20	attP2
25990	JF02012	CG9415	FBgn0021872	VALIUM10	attP2
31248	JF01765	CG9491	FBgn0021873	VALIUM1	attP2
28928	HM05139	CG9491	FBgn0021873	VALIUM10	attP2
36581	GL00541	CG3260	FBgn0021875	VALIUM22	attP2
	HMJ02095	CG3260	FBgn0021875	VALIUM20	attP40
29592	JF03271	CG8844	FBgn0021967	VALIUM10	attP2
32363	HMS00354	CG2173	FBgn0021995	VALIUM20	attP2
26286	JF02055	CG14750	FBgn0022027	VALIUM10	attP2
35282	GL00183	CG4798	FBgn0022029	VALIUM22	attP2
32411	HMS00406	CG10228	FBgn0022063	VALIUM20	attP2
31195	JF01711	CG13281	FBgn0022213	VALIUM1	attP2
28337	JF02972	CG13281	FBgn0022213	VALIUM10	attP2
35722	GLV21087	CG5738	FBgn0022238	VALIUM21	attP2
31632	JF01419	CG5738	FBgn0022238	VALIUM1	attP2
35219	GL00100	CG5452	FBgn0022338	VALIUM22	attP2
36849	GL01107	CG1507	FBgn0022361	VALIUM22	attP2
34983	HMS01393	CG15862	FBgn0022382	VALIUM20	attP2
27680	JF02759	CG15862	FBgn0022382	VALIUM10	attP2
35717	GLV21082	CG2054	FBgn0022702	VALIUM21	attP2
35294	GL00196	CG3140	FBgn0022708	VALIUM22	attP2
35582	GL00177	CG17146	FBgn0022709	VALIUM22	attP2
35678	GLV21043	CG3998	FBgn0022720	VALIUM21	attP2
28698	JF03114	CG5005	FBgn0022740	VALIUM10	attP2
32368	HMS00359	CG8815	FBgn0022764	VALIUM20	attP2
	HMS01887	CG2984	FBgn0022768	VALIUM20	attP2
35346	GL00257	CG12153	FBgn0022786	VALIUM22	attP2
32895	HMS00684	CG4261	FBgn0022787	VALIUM20	attP2
27266	JF02579	CG10244	FBgn0022800	VALIUM10	attP2
35718	GLV21083	CG2207	FBgn0022893	VALIUM21	attP2
33371	HMS00244	CG10269	FBgn0022935	VALIUM20	attP2
34732	HMS01212	CG7405	FBgn0022936	VALIUM20	attP2
33648	HMS00052	CG7035	FBgn0022942	VALIUM20	attP2
34797	HMS00106	CG12357	FBgn0022943	VALIUM20	attP2
38250	HMS01694	CG5654	FBgn0022959	VALIUM20	attP40
38904	GL00675	CG5654	FBgn0022959	VALIUM22	attP2
30810	HM05225	CG5654	FBgn0022959	VALIUM10	attP2
32951	HMS00745	CG3572	FBgn0022960	VALIUM20	attP2
39053	HMS01973	CG1058	FBgn0022981	VALIUM20	attP40
25847	JF01868	CG1058	FBgn0022981	VALIUM10	attP2
	GLC01367	CG3613	FBgn0022986	VALIUM22	attP2
34896	HMS01241	CG4816	FBgn0022987	VALIUM20	attP2
36823	GL01055	CG6936	FBgn0023000	VALIUM22	attP2
27495	JF02645	CG6936	FBgn0023000	VALIUM10	attP2
31876	HM05269	CG1411	FBgn0023023	VALIUM10	attP2
	HMJ02224	CG7391	FBgn0023076	VALIUM20	attP40
31660	JF01453	CG7391	FBgn0023076	VALIUM1	attP2
31661	JF01454	CG7391	FBgn0023076	VALIUM1	attP2
35796	GL00299	CG4012	FBgn0023081	VALIUM22	attP2
	GL00201	CG7693	FBgn0023083	VALIUM22	attP2
	GL00704	CG7693	FBgn0023083	VALIUM22	attP40
38327	HMS01794	CG7693	FBgn0023083	VALIUM20	attP2
	HMJ02228	CG7693	FBgn0023083	VALIUM20	attP40
25812	JF01830	CG31623	FBgn0023090	VALIUM10	attP2
38530	HMS01742	CG8667	FBgn0023091	VALIUM20	attP2
26976	JF02093	CG8667	FBgn0023091	VALIUM10	attP2
	HMJ02219	CG8727	FBgn0023094	VALIUM20	attP40
35461	GL00387	CG8727	FBgn0023094	VALIUM22	attP2
31897	JF02185	CG8727	FBgn0023094	VALIUM10	attP2
29400	JF03333	CG8727	FBgn0023094	VALIUM10	attP2
28020	JF02854	CG11282	FBgn0023095	VALIUM10	attP2
28373	JF03010	CG15148	FBgn0023096	VALIUM10	attP2
37515	HMS01657	CG5206	FBgn0023097	VALIUM20	attP40
27047	JF02373	CG5206	FBgn0023097	VALIUM10	attP2
38338	HMS01805	CG3705	FBgn0023129	VALIUM20	attP2
28577	HM05064	CG3705	FBgn0023129	VALIUM10	attP2
36307	GL00491	CG1782	FBgn0023143	VALIUM22	attP2
25957	JF01977	CG1782	FBgn0023143	VALIUM10	attP2
32370	HMS00361	CG8427	FBgn0023167	VALIUM20	attP2
30534	HM05226	CG8427	FBgn0023167	VALIUM10	attP2
35137	GL00004	CG3051	FBgn0023169	VALIUM22	attP2
32371	HMS00362	CG3051	FBgn0023169	VALIUM20	attP2
25931	JF01951	CG3051	FBgn0023169	VALIUM10	attP2
34643	HMS01118	CG9635	FBgn0023172	VALIUM20	attP2
31239	JF01747	CG9635	FBgn0023172	VALIUM1	attP2
33660	HMS00068	CG1519	FBgn0023175	VALIUM20	attP2
38372	HMS01841	CG32505	FBgn0023177	VALIUM20	attP2
27726	JF02808	CG32505	FBgn0023177	VALIUM10	attP2
25802	JF01820	CG6496	FBgn0023178	VALIUM10	attP2
	GL01217	CG6438	FBgn0023179	VALIUM22	attP40
28583	HM05071	CG6438	FBgn0023179	VALIUM10	attP2
32409	HMS00404	CG2917	FBgn0023181	VALIUM20	attP2
	HMC02401	CG6298	FBgn0023197	VALIUM20	attP2
34818	HMS00128	CG9291	FBgn0023211	VALIUM20	attP2
33049	HMS00762	CG10811	FBgn0023213	VALIUM20	attP2
	HMJ02214	CG13316	FBgn0023215	VALIUM20	attP40
29329	JF02491	CG13316	FBgn0023215	VALIUM10	attP2
31188	JF01703	CG2864	FBgn0023216	VALIUM1	attP2
25879	JF01918	CG1099	FBgn0023388	VALIUM10	attP2
35400	GL00320	CG9594	FBgn0023395	VALIUM22	attP2
33420	HMS00302	CG9594	FBgn0023395	VALIUM20	attP2
31706	HM04013	CG9239	FBgn0023407	VALIUM1	attP2
28626	JF03041	CG1506	FBgn0023416	VALIUM10	attP2
33986	HMS00946	CG3412	FBgn0023423	VALIUM20	attP2
33898	HMS00838	CG3412	FBgn0023423	VALIUM20	attP2
31056	JF01504	CG3412	FBgn0023423	VALIUM1	attP2
34612	HMS01287	CG3585	FBgn0023458	VALIUM20	attP2
